AGI code	Annotation
AT1G63270	Encodes a member of a heterogenous group of non-intrinsic ATP-binding cassette (ABC) proteins. Members of this group bear no close resemblance to each other nor to representatives of specific ABC protein subfamilies from other organisms. This grouping is arbitrary and will likely change upon acquisition of further data.
AT1G64060	Interacts with AtrbohD gene to fine tune the spatial control of ROI production and hypersensitive response to cell in and around infection site.
AT1G64930	member of CYP89A
AT1G64940	member of CYP89A
AT1G64950	member of CYP89A
AT1G65340	member of CYP96A
AT1G67110	member of CYP709A
AT1G70210	Encodes a D-type cyclin that physically interacts with CDC2A.  Its expression is upregulated early during germination.
AT1G71420	"pentatricopeptide (PPR) repeat-containing protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: petal differentiation and expansion stage, D bilateral stage, E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT5G09950.1); Has 12691 Blast hits to 4828 proteins in 138 species: Archae - 0; Bacteria - 0; Metazoa - 32; Fungi - 47; Plants - 12394; Viruses - 0; Other Eukaryotes - 218 (source: NCBI BLink)."
AT1G74110	member of CYP78A
AT1G74540	member of CYP98A
AT1G74550	member of CYP98A
AT1G74770	"Haemerythrin/HHE cation-binding motif-containing protein / transcript levels up under Fe deficiency / zinc ion binding; CTCHY-type, CHY-type, RING-type, RING/FYVE/PHD-type Zinc finger"
AT1G75130	member of CYP721A
AT1G77380	Amino acid permease which transports basic amino acids.
AT1G77490	"Encodes a chloroplastic thylakoid ascorbate peroxidase tAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms."
AT1G78490	member of CYP708A
AT1G79350	"embryo defective 1135 (EMB1135); FUNCTIONS IN: protein binding, DNA binding, zinc ion binding; INVOLVED IN: embryonic development ending in seed dormancy, regulation of transcription, DNA-dependent; LOCATED IN: chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, RING/FYVE/PHD-type (InterPro:IPR013083), Zinc finger, PHD-type (InterPro:IPR001965), Zinc finger, LSD1-type (InterPro:IPR005735), Zinc finger, FYVE/PHD-type (InterPro:IPR011011); BEST Arabidopsis thaliana protein match is: ATXR6; DNA binding / protein binding (TAIR:AT5G24330.1); Has 3516 Blast hits to 3129 proteins in 248 species: Archae - 2; Bacteria - 434; Metazoa - 2253; Fungi - 273; Plants - 285; Viruses - 34; Other Eukaryotes - 235 (source: NCBI BLink)."
AT1G79370	member of CYP79C
AT2G01960	Member of TETRASPANIN family
AT2G02580	member of CYP71B
AT2G04039	unknown protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 20 Blast hits to 20 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 20; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
AT2G05180	member of CYP705A
AT2G07741	"ATPase subunit 6, putative; FUNCTIONS IN: hydrogen ion transmembrane transporter activity, hydrogen ion transporting ATP synthase activity, rotational mechanism; INVOLVED IN: proton transport, ATP synthesis coupled proton transport; LOCATED IN: proton-transporting ATP synthase complex, coupling factor F(o), membrane; CONTAINS InterPro DOMAIN/s: ATPase, F0 complex, subunit A (InterPro:IPR000568); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00410.1); Has 24398 Blast hits to 24394 proteins in 5692 species: Archae - 5; Bacteria - 2527; Metazoa - 17677; Fungi - 1022; Plants - 635; Viruses - 0; Other Eukaryotes - 2532 (source: NCBI BLink)."
AT2G13370	"chromatin remodeling 5 (CHR5); FUNCTIONS IN: chromatin binding, helicase activity, DNA binding, nucleic acid binding, ATP binding; INVOLVED IN: chromatin assembly or disassembly; LOCATED IN: chromatin, nucleus; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Homeodomain-like (InterPro:IPR009057), DEAD-like helicase, N-terminal (InterPro:IPR014001), Chromo domain-like (InterPro:IPR016197), DNA/RNA helicase, C-terminal (InterPro:IPR001650), Helicase, superfamily 1 and 2, ATP-binding (InterPro:IPR014021), Chromo domain (InterPro:IPR000953), SNF2-related (InterPro:IPR000330); BEST Arabidopsis thaliana protein match is: PKL (PICKLE); ATPase/ DNA binding / DNA helicase (TAIR:AT2G25170.1); Has 31004 Blast hits to 21476 proteins in 1460 species: Archae - 103; Bacteria - 6490; Metazoa - 8246; Fungi - 4642; Plants - 1453; Viruses - 424; Other Eukaryotes - 9646 (source: NCBI BLink)."
AT2G15240	UNC-50 family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: UNC-50 (InterPro:IPR007881); Has 239 Blast hits to 239 proteins in 110 species: Archae - 0; Bacteria - 0; Metazoa - 129; Fungi - 63; Plants - 24; Viruses - 0; Other Eukaryotes - 23 (source: NCBI BLink).
AT2G15620	involved in the second step of nitrate assimilation
AT2G16060	Encodes a class 1 nonsymbiotic hemoglobin induced by low oxygen levels with very high oxygen affinity.  It is not likely to be a hemoglobin transporter because of its extremely high affinity for oxygen.
AT2G21910	member of CYP96A
AT2G23180	member of CYP96A
AT2G23190	member of CYP81D
AT2G23220	member of CYP81D
AT2G25160	member of CYP82F
AT2G27000	member of CYP705A
AT2G27010	member of CYP705A
AT2G27690	"Encodes a CYP94C1. Has highest omega-hydroxylase activity with 9,10-epoxystearic acid, while also metabolized lauric acid (C12:0) and C18 unsaturated fatty acids. Gene expression is induced in response to wounding and jasmonic acid treatment."
AT2G28440	"proline-rich family protein; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte, flower, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis; BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT3G45230.1); Has 152727 Blast hits to 58590 proteins in 1927 species: Archae - 265; Bacteria - 39950; Metazoa - 52235; Fungi - 20611; Plants - 11675; Viruses - 3371; Other Eukaryotes - 24620 (source: NCBI BLink)."
AT2G28850	member of CYP710A
AT2G28860	member of CYP710A
AT2G29090	"Encodes a protein with ABA 8'-hydroxylase activity, involved in ABA catabolism. Member of the CYP707A gene family. This gene predominantly accumulates in dry seeds and is up-regulated immediately following imbibition. CYP707A2 appears to play a major role in the rapid decrease in ABA levels during early seed imbibition."
AT2G32440	ent-kaurenoic acid hydroxylase (KAO2)
AT2G32770	"PURPLE ACID PHOSPHATASE 13 (PAP13); FUNCTIONS IN: acid phosphatase activity; INVOLVED IN: biological_process unknown; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage; CONTAINS InterPro DOMAIN/s: Purple acid phosphatase, N-terminal (InterPro:IPR015914), Metallophosphoesterase (InterPro:IPR004843), Purple acid phosphatase-like, N-terminal (InterPro:IPR008963); BEST Arabidopsis thaliana protein match is: PAP15 (PURPLE ACID PHOSPHATASE 15); acid phosphatase/ protein serine/threonine phosphatase (TAIR:AT3G07130.1); Has 1021 Blast hits to 1014 proteins in 215 species: Archae - 5; Bacteria - 213; Metazoa - 175; Fungi - 56; Plants - 427; Viruses - 0; Other Eukaryotes - 145 (source: NCBI BLink)."
AT2G34120	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 6 Blast hits to 6 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 6; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
AT2G34490	"Encodes a protein with C22-sterol desaturase activity. The enzyme was shown to catalyze the conversion of both 24-<i>epi</i>-campesterol and &beta;-sitosterol to brassicasterol and stigmasterol, respectively, in the presence of NADPH."
AT2G34500	"Encodes a protein with C22-sterol desaturase activity. The enzyme was shown to catalyze in the presence of NADPH the conversion of &beta;-sitosterol to stigmasterol, but not that of 24-<i>epi</i>-campesterol to brassicasterol (unlike CYP710A2)."
AT2G40760	rhodanese-like domain-containing protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: aging; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Rhodanese-like (InterPro:IPR001763); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G09280.1); Has 4397 Blast hits to 4396 proteins in 858 species: Archae - 2; Bacteria - 1721; Metazoa - 51; Fungi - 2; Plants - 52; Viruses - 0; Other Eukaryotes - 2569 (source: NCBI BLink).
AT2G40890	"encodes coumarate 3-hydroxylase (C3H), a P450-dependent monooxygenase. Involved in lignin biosynthesis and flavonoid biosynthesis.  Also affects the biosynthesis of coumarins such as scopoletin and scopolin as a branching-out-pathway from the phenylpropanoid acid level."
AT2G41000	"heat shock protein binding; FUNCTIONS IN: heat shock protein binding; INVOLVED IN: protein folding; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), Heat shock protein DnaJ, N-terminal (InterPro:IPR001623), Heat shock protein DnaJ, conserved site (InterPro:IPR018253); BEST Arabidopsis thaliana protein match is: DNAJ heat shock family protein (TAIR:AT4G39960.1); Has 16218 Blast hits to 16216 proteins in 1920 species: Archae - 108; Bacteria - 5358; Metazoa - 3265; Fungi - 1501; Plants - 1228; Viruses - 11; Other Eukaryotes - 4747 (source: NCBI BLink)."
AT2G42250	member of CYP712A
AT2G42850	member of CYP718
AT2G43220	"DC1 domain-containing protein; FUNCTIONS IN: protein binding, zinc ion binding; INVOLVED IN: intracellular signaling cascade; EXPRESSED IN: sperm cell; CONTAINS InterPro DOMAIN/s: Protein kinase C, phorbol ester/diacylglycerol binding (InterPro:IPR002219), Zinc finger, RING-type (InterPro:IPR001841), DC1 (InterPro:IPR004146), Zinc finger, PHD-type (InterPro:IPR001965), C1-like (InterPro:IPR011424); BEST Arabidopsis thaliana protein match is: DC1 domain-containing protein (TAIR:AT4G01910.1); Has 1126 Blast hits to 575 proteins in 28 species: Archae - 0; Bacteria - 2; Metazoa - 87; Fungi - 0; Plants - 1023; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink)."
AT2G44890	member of CYP704A
AT2G45510	member of CYP704A
AT2G45550	member of CYP76C
AT2G45570	member of CYP76C
AT2G45580	member of CYP76C
AT2G46660	member of CYP78A
AT2G46950	member of CYP709B
AT2G46960	member of CYP709B
AT2G47600	"Encodes a magnesium/proton exchanger, member of putative Na+/Ca2+ antiporter gene family"
AT3G01331	Encodes a ECA1 gametogenesis related family protein
AT3G01420	Encodes an alpha-dioxygenase involved in protection against oxidative stress and cell death. Induced in response to Salicylic acid and oxidative stress.  Independent of NPR1 in  induction by salicylic acid.
AT3G01780	"Encodes TPLATE, a cytokinesis protein targeted to the cell plate.  Functions in vesicle-trafficking events required for site-specific cell wall modifications during pollen germination and for anchoring of the cell plate to the mother wall at the correct cortical position."
AT3G01900	member of CYP94B
AT3G03470	member of CYP89A
AT3G03890	"FMN binding; FUNCTIONS IN: FMN binding; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: FMN-binding split barrel (InterPro:IPR012349), Pyridoxamine 5&apos;-phosphate oxidase-related, FMN-binding core (InterPro:IPR011576), FMN-binding split barrel, related (InterPro:IPR009002), Haem iron utilisation protein, pyridoxamine 5&apos;-phosphate region (InterPro:IPR014599); BEST Arabidopsis thaliana protein match is: FMN binding (TAIR:AT3G21140.1); Has 606 Blast hits to 606 proteins in 221 species: Archae - 0; Bacteria - 374; Metazoa - 11; Fungi - 0; Plants - 82; Viruses - 0; Other Eukaryotes - 139 (source: NCBI BLink)."
AT3G05660	"Receptor Like Protein 33 (AtRLP33); FUNCTIONS IN: protein binding, kinase activity; INVOLVED IN: signal transduction, defense response; LOCATED IN: chloroplast; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat, typical subtype (InterPro:IPR003591), Leucine-rich repeat (InterPro:IPR001611), Leucine-rich repeat, N-terminal (InterPro:IPR013210); BEST Arabidopsis thaliana protein match is: AtRLP35 (Receptor Like Protein 35); kinase/ protein binding (TAIR:AT3G11080.1); Has 78521 Blast hits to 22105 proteins in 842 species: Archae - 51; Bacteria - 5201; Metazoa - 25025; Fungi - 1017; Plants - 41085; Viruses - 13; Other Eukaryotes - 6129 (source: NCBI BLink)."
AT3G09640	"Encodes a cytosolic ascorbate peroxidase APX2.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms."
AT3G10520	class 2 non-symbiotic hemoglobin
AT3G10560	member of CYP77A
AT3G10570	member of CYP77A
AT3G13750	"beta-galactosidase, glycosyl hydrolase family 35"
AT3G16990	"TENA/THI-4 family protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Haem oxygenase-like, multi-helical (InterPro:IPR016084), TENA/THI-4 protein/Coenzyme PQQ biosynthesis protein C (InterPro:IPR004305); Has 201 Blast hits to 201 proteins in 61 species: Archae - 21; Bacteria - 69; Metazoa - 0; Fungi - 17; Plants - 26; Viruses - 0; Other Eukaryotes - 68 (source: NCBI BLink)."
AT3G18290	"BRUTUS, E3-ubiquitin ligase; embryo defective 2454 (EMB2454); FUNCTIONS IN: protein binding, zinc ion binding; INVOLVED IN: embryonic development ending in seed dormancy; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, CTCHY-type (InterPro:IPR017921), Zinc finger, CHY-type (InterPro:IPR008913), Zinc finger, RING-type (InterPro:IPR001841), Zinc finger, RING/FYVE/PHD-type (InterPro:IPR013083), Haemerythrin/HHE cation-binding motif (InterPro:IPR012312); BEST Arabidopsis thaliana protein match is: protein binding / zinc ion binding (TAIR:AT1G74770.1); Has 1219 Blast hits to 1175 proteins in 139 species: Archae - 0; Bacteria - 6; Metazoa - 560; Fungi - 110; Plants - 380; Viruses - 2; Other Eukaryotes - 161 (source: NCBI BLink)."
AT3G19270	"Encodes a protein with ABA 8'-hydroxylase activity, involved in ABA catabolism. Member of the CYP707A gene family."
AT3G20080	member of CYP705A
AT3G20090	member of CYP705A
AT3G20100	member of CYP705A
AT3G20110	member of CYP705A
AT3G20120	member of CYP705A
AT3G20130	member of CYP705A
AT3G20140	member of CYP705A
AT3G20950	member of CYP705A
AT3G20960	member of CYP705A
AT3G21770	"peroxidase 30 (PER30) (P30) (PRXR9); FUNCTIONS IN: transferase activity, transferring glycosyl groups, peroxidase activity; INVOLVED IN: response to oxidative stress; LOCATED IN: cell wall, nucleus, cytoplasm, plant-type cell wall; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: RCI3 (RARE COLD INDUCIBLE GENE 3); peroxidase (TAIR:AT1G05260.1); Has 2896 Blast hits to 2881 proteins in 211 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 79; Plants - 2778; Viruses - 0; Other Eukaryotes - 33 (source: NCBI BLink)."
AT3G21880	"zinc finger (B-box type) family protein; FUNCTIONS IN: transcription factor activity, zinc ion binding; INVOLVED IN: regulation of transcription; LOCATED IN: intracellular; CONTAINS InterPro DOMAIN/s: CCT domain (InterPro:IPR010402), Zinc finger, B-box (InterPro:IPR000315); BEST Arabidopsis thaliana protein match is: zinc finger (B-box type) family protein (TAIR:AT4G15250.1); Has 1680 Blast hits to 1221 proteins in 89 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1615; Viruses - 0; Other Eukaryotes - 65 (source: NCBI BLink)."
AT3G22550	senescence-associated protein-related; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to salt stress; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF581 (InterPro:IPR007650); BEST Arabidopsis thaliana protein match is: MARD1 (TAIR:AT3G63210.1); Has 303 Blast hits to 303 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 303; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
AT3G24440	"Encodes Vernalization Insensitive 3-like 1 (VIL1).  PHD zinc finger; VIL1 is involved in the photoperiod and vernalization of Arabidopsis by regulating expression of the related floral repressors Flowering Locus C (FLC) and Flowering Locus M (FLM).  VIL1, along with VIN3 (Vernalization Insensitive 3) is necessary for the chromatin modification to FLC and FLM."
AT3G25180	member of CYP82G
AT3G25470	"bacterial hemolysin-related; FUNCTIONS IN: RNA binding; INVOLVED IN: hemolysis by symbiont of host erythrocytes; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: RNA-binding S4 (InterPro:IPR002942), Ribosomal RNA methyltransferase RrmJ/FtsJ (InterPro:IPR002877), Haemolysin A (InterPro:IPR004538); Has 2208 Blast hits to 2200 proteins in 804 species: Archae - 6; Bacteria - 1525; Metazoa - 0; Fungi - 0; Plants - 20; Viruses - 0; Other Eukaryotes - 657 (source: NCBI BLink)."
AT3G47530	"pentatricopeptide (PPR) repeat-containing protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: F mature embryo stage, petal differentiation and expansion stage, D bilateral stage, E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G21065.1); Has 11323 Blast hits to 4797 proteins in 143 species: Archae - 0; Bacteria - 0; Metazoa - 50; Fungi - 34; Plants - 11063; Viruses - 0; Other Eukaryotes - 176 (source: NCBI BLink)."
AT3G48520	member of CYP94B
AT3G48890	"putative progesterone-binding protein homolog (Atmp2) mRNA,"
AT3G49110	Class III peroxidase Perx33. Expressed in roots. Located in the cell wall. Involved in cell elongation. Expression activated by light.  May play a role in generating H2O2 during defense response.
AT3G50660	"Encodes a 22&#945; hydroxylase whose reaction is a rate-limiting step in brassinosteroid biosynthetic pathway. The protein is a member of CYP90B gene family. CLM is an epi-allele  with small, compressed rosette, reduced internode length, and reduced fertility, appears in selfed ddm mutant plants possibly due to loss of cytosine methylation. Transcripts accumulate in actively growing tissues, and GUS expression is negatively  regulated by brassinosteroids. Localized in the endoplasmic reticulum. The in vitro expressed protein can perform the C-22 hydroxylation of a variety of C27-, C28- and C29-sterols. Cholesterol was the best substrate, followed by campesterol. Sitosterol was a poor substrate."
AT3G51790	"putative transmembrane protein G1p (AtG1) mRNA, complete"
AT3G52970	member of CYP76G
AT3G53130	"Cyt P450; lutein-deficient 1 (LUT1) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Involved in epsilon ring hydroxylation. Maps at 67.3 cM on chromosome 3."
AT3G53290	"missing N-term 80 AA not found between end of 71B5 and start of this sequence probably a pseudogene, from http://drnelson.utmem.edu/biblioD.html"
AT3G54290	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haemerythrin/HHE cation-binding motif (InterPro:IPR012312); Has 35 Blast hits to 35 proteins in 7 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).
AT3G56410	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 9 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G05190.1); Has 4436 Blast hits to 3147 proteins in 369 species: Archae - 15; Bacteria - 401; Metazoa - 1486; Fungi - 320; Plants - 239; Viruses - 48; Other Eukaryotes - 1927 (source: NCBI BLink).
AT3G56630	member of CYP94D
AT3G58630	transcription factor; FUNCTIONS IN: transcription factor activity; INVOLVED IN: regulation of transcription; LOCATED IN: cellular_component unknown; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 7 growth stages; BEST Arabidopsis thaliana protein match is: transcription factor (TAIR:AT5G05550.2); Has 200 Blast hits to 196 proteins in 20 species: Archae - 0; Bacteria - 0; Metazoa - 23; Fungi - 2; Plants - 172; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).
AT3G59130	"likely Zn protein; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: DC1 (InterPro:IPR004146), C1-like (InterPro:IPR011424); BEST Arabidopsis thaliana protein match is: DC1 domain-containing protein (TAIR:AT3G59120.1); Has 842 Blast hits to 430 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 3; Fungi - 0; Plants - 833; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink)."
AT3G61170	pentatricopeptide (PPR) repeat-containing protein; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT2G27610.1); Has 16470 Blast hits to 5039 proteins in 154 species: Archae - 0; Bacteria - 8; Metazoa - 86; Fungi - 31; Plants - 16068; Viruses - 0; Other Eukaryotes - 277 (source: NCBI BLink).
AT3G61570	"This gene is predicted to encode a protein that functions as a Golgi apparatus structural component known as a golgin in mammals and yeast.  A fluorescently-tagged version of GC3 co-localizes with Golgi markers, and this localization appears to be replicated using the C-terminal (161 aa) portion of the protein."
AT3G61710	autophagy protein Apg6 family; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: autophagy; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Autophagy protein 6 (InterPro:IPR007243); Has 715 Blast hits to 685 proteins in 216 species: Archae - 7; Bacteria - 81; Metazoa - 283; Fungi - 103; Plants - 61; Viruses - 12; Other Eukaryotes - 168 (source: NCBI BLink).
AT4G02170	"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: hypocotyl, root; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G38700.1); Has 29 Blast hits to 29 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 29; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
AT4G02750	pentatricopeptide (PPR) repeat-containing protein; LOCATED IN: mitochondrion; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT1G09410.1); Has 18491 Blast hits to 5444 proteins in 177 species: Archae - 0; Bacteria - 2; Metazoa - 159; Fungi - 74; Plants - 17938; Viruses - 0; Other Eukaryotes - 318 (source: NCBI BLink).
AT4G05390	Encodes a root-type ferredoxin:NADP(H) oxidoreductase.
AT4G07410	"transducin family protein / WD-40 repeat family protein; FUNCTIONS IN: nucleotide binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat-like (InterPro:IPR011046), WD40 repeat, region (InterPro:IPR017986), WD40 repeat (InterPro:IPR001680), WD40/YVTN repeat-like (InterPro:IPR015943); BEST Arabidopsis thaliana protein match is: transducin-related / WD-40 repeat protein-related (TAIR:AT1G27470.1); Has 7930 Blast hits to 5136 proteins in 341 species: Archae - 14; Bacteria - 2432; Metazoa - 2063; Fungi - 1810; Plants - 493; Viruses - 0; Other Eukaryotes - 1118 (source: NCBI BLink)."
AT4G08390	"Encodes a chloroplastic stromal ascorbate peroxidase sAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms."
AT4G09010	"Encodes a microsomal ascorbate peroxidase APX4.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms."
AT4G12300	member of CYP706A
AT4G12310	member of CYP706A
AT4G12330	member of CYP706A
AT4G15110	member of CYP97B
AT4G15350	member of CYP705A
AT4G15380	member of CYP705A
AT4G18350	"Fe-His4 centre; Encodes 9-<i>cis</i>-epoxycarotenoid dioxygenase, a key enzyme in the biosynthesis of abscisic acid. The expression of this gene declines during the first 12h of imbibition."
AT4G19230	"Encodes a protein with ABA 8'-hydroxylase activity, involved in ABA catabolism. Member of the CYP707A gene family. CYP707A1 appears to play an important role in determining the ABA levels in dry seeds. Gene involved in postgermination growth. Overexpression of CYP707A1 leads to a decrease in ABA levels and a reduction in after-ripening period to break dormancy."
AT4G21960	Haem peroxidase; Encodes AT4g21960 (AT4g21960/T8O5_170).
AT4G22690	member of CYP706A
AT4G22710	member of CYP706A
AT4G23860	"Zn fingers; PHD finger protein-related; FUNCTIONS IN: ubiquitin-protein ligase activity, protein binding, zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: cytoplasm; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, N-recognin,  metazoa (InterPro:IPR013993), Zinc finger, PHD-type (InterPro:IPR001965), Zinc finger, N-recognin (InterPro:IPR003126); Has 364 Blast hits to 340 proteins in 115 species: Archae - 0; Bacteria - 0; Metazoa - 208; Fungi - 84; Plants - 26; Viruses - 0; Other Eukaryotes - 46 (source: NCBI BLink)."
AT4G24520	Encodes a cyp450 reductase likely to be involved in phenylpropanoid metabolism.
