AGI code	Annotation
AT5G38940	"manganese ion binding / nutrient reservoir; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: response to salt stress; LOCATED IN: cell wall; EXPRESSED IN: fruit, root; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT5G38930.1); Has 865 Blast hits to 863 proteins in 83 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 31; Plants - 819; Viruses - 0; Other Eukaryotes - 13 (source: NCBI BLink).   K15E6.120; K15E6_120     cell wall, response to salt stress, manganese ion binding, nutrient reservoir activity, fruit, root    true"
AT5G38950	"germin-like protein-related; FUNCTIONS IN: nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710); BEST Arabidopsis thaliana protein match is: manganese ion binding / nutrient reservoir (TAIR:AT5G38940.1); Has 783 Blast hits to 783 proteins in 58 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 783; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).  K15E6.19; K15E6_19       nutrient reservoir activity, biological process unknown, cellular component unknown    false"
AT5G38960	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: leaf whorl, leaf; EXPRESSED DURING: LP.06 six leaves visible; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), Germin (InterPro:IPR001929), RmlC-like jelly roll fold (InterPro:IPR014710); BEST Arabidopsis thaliana protein match is: manganese ion binding / nutrient reservoir (TAIR:AT5G38940.1); Has 854 Blast hits to 853 proteins in 80 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 27; Plants - 816; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).    K15E6.140; K15E6_140     manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, LP.06 six leaves visible, biological process unknown, leaf, leaf whorl      false"
AT5G39100	"germin-like protein (GLP6)      GERMIN-LIKE PROTEIN 6; GLP6; MXF12.13; MXF12_13  manganese ion binding, nutrient reservoir activity, apoplast, biological process unknown, stem true"
AT5G39110	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT5G39150.1); Has 852 Blast hits to 850 proteins in 77 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 27; Plants - 818; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     MXF12.120; MXF12_120     manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  false"
AT5G39120	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT5G39150.1); Has 853 Blast hits to 851 proteins in 78 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 27; Plants - 817; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     MXF12.130; MXF12_130     manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  false"
AT5G39130	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: GER2 (GERMIN-LIKE PROTEIN 2); oxalate oxidase (TAIR:AT5G39190.1); Has 844 Blast hits to 842 proteins in 74 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 18; Plants - 817; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     MXF12.140; MXF12_140     manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown, extracellular matrix    true"
AT5G39150	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT5G39180.1); Has 853 Blast hits to 851 proteins in 78 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 27; Plants - 817; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     MXF12.160; MXF12_160     manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true"
AT5G39160	"germin-like protein (GLP2a) (GLP5a); FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: GER2 (GERMIN-LIKE PROTEIN 2); oxalate oxidase (TAIR:AT5G39190.1); Has 846 Blast hits to 844 proteins in 76 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 22; Plants - 815; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).       K3K3.1; K3K3_1   manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true"
AT5G39180	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT5G39150.1); Has 853 Blast hits to 851 proteins in 78 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 27; Plants - 817; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     K3K3.30; K3K3_30         manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  false"
AT5G53140	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: WIN2 (HOPW1-1-INTERACTING 2); protein serine/threonine phosphatase (TAIR:AT4G31750.1); Has 11808 Blast hits to 6217 proteins in 692 species: Archae - 16; Bacteria - 2091; Metazoa - 2394; Fungi - 611; Plants - 1725; Viruses - 88; Other Eukaryotes - 4883 (source: NCBI BLink). MFH8.8; MFH8_8   protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/threonine phosphatase activity,"
AT5G54260	"DNA repair and meiotic recombination protein, component of MRE11 complex with RAD50 and NBS1    ARABIDOPSIS MEIOTIC RECOMBINATION 11; ATMRE11; MDK4.8; MDK4_8; MEIOTIC RECOMBINATION 11; MRE11   nucleus, endonuclease activity, exonuclease activity, hydrolase activity, DNA metabolic process, double-strand break repair, manganese ion binding, 4 anthesis, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, embryo, flower, leaf whorl, pedicel, petal differentiation and expansion stage, petiole, protein serine/threonine phosphatase activity, root, seed, sepal, shoot, shoot apex     true"
AT5G61750	"cupin family protein; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: response to salt stress; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: inflorescence meristem, hypocotyl, flower; EXPRESSED DURING: petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT5G39180.1); Has 832 Blast hits to 831 proteins in 72 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 18; Plants - 805; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).   MAC9.10; MAC9_10         manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, flower, hypocotyl, inflorescence meristem, petal differentiation and expansion stage        true"
AT5G66080	"protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT3G51370.1); Has 3605 Blast hits to 3604 proteins in 217 species: Archae - 0; Bacteria - 11; Metazoa - 1260; Fungi - 366; Plants - 1225; Viruses - 5; Other Eukaryotes - 738 (source: NCBI BLink).      K2A18.16; K2A18_16       protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, embryo, flower, leaf, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/threonine phosphatase activity, root, seed, sepal, shoot apex, stamen, stem   true"
AT5G66570	"Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO1 is the major isoform in the wild-type.        33 KDA OXYGEN EVOLVING POLYPEPTIDE 1; K1F13.25; K1F13_25; MANGANESE-STABILIZING PROTEIN 1; MSP-1; OE33; OEE1; OEE33; OXYGEN EVOLVING COMPLEX 33 KILODALTON PROTEIN; OXYGEN EVOLVING ENHANCER PROTEIN 33; PS II OXYGEN-EVOLVING COMPLEX 1; PSBO-1; PSBO1  chloroplast, chloroplast stroma, thylakoid, chloroplast thylakoid membrane, apoplast, defense response to bacterium, fruit, cotyledon, leaf, juvenile leaf, thylakoid lumen, seedling growth, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, chloroplast photosystem II, chloroplast thylakoid lumen, chloroplast thylakoid membrane, cotyledon, embryo, flower, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, oxygen evolving activity, oxygen evolving complex, pedicel, petal, petal differentiation and expansion stage, petiole, photoinhibition, photosynthesis, light reaction, photosystem II assembly, photosystem II stabilization, plastoglobule, poly(U) RNA binding, regulation of protein amino acid dephosphorylation, seed, s"
AT5G67330	"Nramp4; Encodes a member of the Nramp2 metal transporter family; like its homolog Atnramp3, localized in vacuolar membrane. Seedlings of double mutant, atnramp3-1 atnramp4-1, were arrested at early germination.      ARABIDOPSIS THALIANA NATURAL RESISTANCE ASSOCIATED MACROPHAGE PROTEIN 4; ATNRAMP4; K8K14.5; K8K14_5; NATURAL RESISTANCE ASSOCIATED MACROPHAGE PROTEIN 4; NRAMP4  vacuole, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, cadmium ion transport, carpel, cauline leaf, cellular iron ion homeostasis, cellular metal ion homeostasis, cotyledon, cotyledon epidermis, defense response to bacterium, embryo, flower, hypocotyl, inflorescence meristem, inorganic anion transmembrane transporter activity, iron ion homeostasis, lead ion transport, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, manganese ion transmembrane transporter activity, manganese ion transport, metal ion transmembrane transporter activity, metal ion transport, pedicel, petal, petal differentiation and expansion stage, petiole, positive regulation of oxygen and reactive oxygen species metabolic process, primary root tip, response to iron ion, response to nematode, root, root vascular system, seed, seedling growth, sepal, shoot, shoot apex, stamen, stem, vacuolar membrane true"
